;Код ОВД     ;Год         ;Номер документа      ;Номер престу;Дата пос тановки  в ИЦ     ;Текст решения                                                                                                                                      ;Дата решения            ;Фамилия сл-ля                                            ;Шифр докумен;Дата соз дания за писи     ;Код принятого решения      ;Кто приня л решение (код)     
8221;31;2016;210131;1;04.07.2016;Возобн.приост.ст208ч.1п.1                         ;03.07.2016;ЗУБАКОВА            ;3;06.07.2016;174;2
8222;31;2016;210231;1;04.07.2016;Возобн.приост.ст208ч.1п.1                         ;03.07.2016;ЗУБАКОВА            ;3;06.07.2016;174;2
8223;31;2016;211531;1;21.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;26.07.2016;174;5
8224;31;2016;211531;1;21.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;26.07.2016;174;5
8225;31;2016;211531;1;11.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;16.07.2016;174;5
8226;31;2016;211531;1;11.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;16.07.2016;174;5
8227;31;2016;211531;1;21.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;26.07.2016;174;5
8228;31;2016;211531;1;21.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;26.07.2016;174;5
8229;31;2016;211531;1;11.07.2016;Возобн.приост.ст208ч.1п.1                         ;11.07.2016;ПОЧЕКУНИНА          ;3;16.07.2016;174;5
8230;31;2016;213331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;26.07.2016;174;5
8231;31;2016;213331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;26.07.2016;174;5
8232;31;2016;213331;1;11.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;16.07.2016;174;5
8233;31;2016;213331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;26.07.2016;174;5
8234;31;2016;213331;1;11.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;16.07.2016;174;5
8235;31;2016;216331;1;11.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;15.07.2016;174;5
8236;31;2016;216331;1;11.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;16.07.2016;174;5
8237;31;2016;216331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;КРИВОШЕЕВА          ;3;26.07.2016;174;5
8238;31;2016;216331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;КРИВОШЕЕВА          ;3;26.07.2016;174;5
8239;31;2016;216331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;КРИВОШЕЕВА          ;3;26.07.2016;174;5
8240;31;2016;216331;1;21.07.2016;По инициативе прокур.п.1                          ;11.07.2016;КРИВОШЕЕВА          ;3;26.07.2016;174;5
8241;31;2016;216331;1;11.07.2016;По инициативе прокур.п.1                          ;11.07.2016;АРЕФЬЕВА            ;3;15.07.2016;174;5
8242;32;2001;44190;1;31.03.2016;Возобн.приост.ст208ч.1п.1                         ;25.03.2016;ЖАМСАРАНОВ          ;3;02.04.2016;174;2
8243;32;2001;44190;1;31.03.2016;Возобн.приост.ст208ч.1п.1                         ;25.03.2016;ЖАМСАРАНОВ          ;3;31.03.2016;174;2
8244;32;2006;25288;1;09.06.2016;Возобн.приост.ст208ч.1п.1                         ;13.04.2016;ГРАНИН              ;3;09.06.2016;174;1
8245;32;2007;54590;1;29.02.2016;По инициативе прокур. п2                          ;21.01.2016;ЖАМСАРАНОВ          ;3;01.07.2016;172;2
8246;32;2007;54590;1;29.02.2016;Возобн.приост.ст208ч.1п.2                         ;21.01.2016;ЖАМСАРАНОВ          ;3;16.03.2016;172;2
8247;32;2007;54719;1;29.04.2016;По инициативе прокур.п.1                          ;25.04.2016;КОНДРАТЬЕВА         ;3;01.07.2016;174;2
8248;32;2007;54719;1;27.04.2016;Возобн.приост.ст208ч.1п.1                         ;25.04.2016;КОНДРАТЬЕВА         ;3;27.04.2016;174;2
8249;32;2007;55421;1;08.06.2016;Возобн.приост.ст208ч.1п.1                         ;25.05.2016;ГРАНИН              ;3;23.06.2016;174;1
8250;32;2007;55421;1;30.05.2016;Возобн.приост.ст208ч.1п.1                         ;25.05.2016;ГРАНИН              ;3;30.05.2016;174;1
8251;32;2007;55467;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;ГРАНИН              ;3;22.04.2016;174;1
8252;32;2008;117532;1;15.06.2016;По инициативе прокур. п2                          ;13.01.2016;СТАДНИК             ;3;01.07.2016;172;2
8253;32;2008;117532;1;27.01.2016;Возобн.приост.ст208ч.1п.2                         ;13.01.2016;ЖАМСАРАНОВ          ;3;27.01.2016;172;2
8254;32;2008;117532;1;29.02.2016;Возобн.приост.ст208ч.1п.2                         ;13.01.2016;СТАДНИК             ;3;03.03.2016;172;2
8255;32;2008;163432;1;17.05.2016;Возобн.приост.ст208ч.1п.1                         ;10.05.2016;ЯКОВЛЕВА            ;3;23.05.2016;174;2
8256;32;2009;118232;1;23.05.2016;Возобн.приост.ст208ч.1п.1                         ;14.05.2016;ЛЕОНТЬЕВА           ;3;23.05.2016;174;2
8257;32;2009;118232;1;31.03.2016;Возоб из 208ч1п2 уст лицо                         ;24.03.2016;ЛЕОНТЬЕВА           ;3;31.03.2016;172;2
8258;32;2009;206132;1;28.06.2016;По инициативе прокур. п2                          ;09.06.2016;ЛЕОНТЬЕВА           ;3;28.06.2016;172;2
8259;32;2009;206132;1;10.05.2016;Возобн.приост.ст208ч.1п.1                         ;05.05.2016;ЯКОВЛЕВА            ;3;10.05.2016;174;2
8260;32;2009;206132;2;28.06.2016;По инициативе прокур. п2                          ;09.06.2016;ЛЕОНТЬЕВА           ;3;28.06.2016;172;2
8261;32;2009;206132;2;10.05.2016;Возобн.приост.ст208ч.1п.1                         ;05.05.2016;ЯКОВЛЕВА            ;3;10.05.2016;174;2
8262;32;2009;227832;1;17.03.2016;По инициативе прокур.п.1                          ;04.03.2016;КОНДРАТЬЕВА         ;3;21.03.2016;174;2
8263;32;2009;227832;1;17.03.2016;По инициативе прокур.п.1                          ;04.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8264;32;2010;172632;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;АКУЛОВА             ;3;01.07.2016;174;2
8265;32;2010;172632;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;АКУЛОВА             ;3;01.07.2016;174;2
8266;32;2010;172632;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;АКУЛОВА             ;3;01.07.2016;174;2
8267;32;2010;172632;1;28.06.2016;По инициативе прокур.п.1                          ;13.06.2016;БУРЛАКОВА           ;3;29.06.2016;174;2
8268;32;2011;4332;1;29.07.2016;Возобн.приост.ст208ч.1п.1                         ;20.07.2016;ГРАНИН              ;3;01.08.2016;174;1
8269;32;2011;4332;1;29.07.2016;Возобн.приост.ст208ч.1п.1                         ;20.07.2016;ГРАНИН              ;3;29.07.2016;174;1
8270;32;2011;118232;1;30.06.2016;Возр прокурором следов-лю                         ;07.06.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;173;2
8271;32;2011;154132;1;31.01.2016;По инициативе прокур.п.1                          ;30.01.2016;АКУЛОВА             ;3;01.02.2016;174;2
8272;32;2011;159332;1;23.03.2016;По инициативе прокур.п.1                          ;15.03.2016;КОНДРАТЬЕВА         ;3;23.03.2016;174;2
8273;32;2011;178132;1;30.06.2016;По инициативе прокур.п.1                          ;29.06.2016;АКУЛОВА             ;3;03.07.2016;174;2
8274;32;2011;178132;1;10.06.2016;По инициативе прокур.п.1                          ;23.05.2016;ЯКОВЛЕВА            ;3;01.07.2016;174;2
8275;32;2011;178132;1;30.06.2016;По инициативе прокур.п.1                          ;29.06.2016;АКУЛОВА             ;3;03.07.2016;174;2
8276;32;2011;178132;1;10.05.2016;Возобн.приост.ст208ч.1п.1                         ;04.05.2016;ЯКОВЛЕВА            ;3;10.05.2016;174;2
8277;32;2012;207732;1;17.03.2016;По инициативе прокур.п.1                          ;09.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8278;32;2012;223232;1;29.02.2016;По инициативе прокур.п.1                          ;17.02.2016;БУРЛАКОВА           ;3;29.02.2016;174;2
8279;32;2012;250132;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;30.01.2016;ЖАМСАРАНОВ          ;3;31.01.2016;174;2
8280;32;2012;255532;1;17.03.2016;Возобн.приост.ст208ч.1п.1                         ;07.03.2016;КОНДРАТЬЕВА         ;3;21.03.2016;174;2
8281;32;2012;255532;1;17.03.2016;Возобн.приост.ст208ч.1п.1                         ;10.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8282;32;2013;162732;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;МАТВЕЕВ             ;3;01.07.2016;174;2
8283;32;2013;269632;1;11.05.2016;По инициативе прокур.п.1                          ;04.05.2016;ЯКОВЛЕВА            ;3;11.05.2016;174;2
8284;32;2013;298132;1;25.04.2016;По инициативе прокур.п.1                          ;06.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8285;32;2013;300032;1;29.02.2016;По инициативе прокур.п.1                          ;17.02.2016;БУРЛАКОВА           ;3;29.02.2016;174;2
8286;32;2013;321232;1;25.04.2016;По инициативе прокур.п.1                          ;05.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8287;32;2013;336232;1;31.03.2016;Возобн.приост.ст208ч.1п.1                         ;20.03.2016;КОНДРАТЬЕВА         ;3;01.04.2016;174;2
8288;32;2013;337832;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;ТОРЛОВА             ;3;01.07.2016;174;2
8289;32;2013;337932;1;25.04.2016;По инициативе прокур.п.1                          ;08.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8290;32;2013;346432;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;ТОРЛОВА             ;3;01.07.2016;174;           
8291;32;2014;23732;1;11.03.2016;Возобн.приост.ст208ч.1п.1                         ;01.02.2016;ГРАНИН              ;3;31.03.2016;174;1
8292;32;2014;23732;1;08.02.2016;Возобн.приост.ст208ч.1п.1                         ;01.02.2016;ГРАНИН              ;3;08.02.2016;174;1
8293;32;2014;353132;1;25.03.2016;По инициативе прокур.п.1                          ;13.01.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;174;2
8294;32;2014;353132;1;22.01.2016;Возобн.приост.ст208ч.1п.1                         ;13.01.2016;ЛЕОНТЬЕВА           ;3;22.01.2016;174;2
8295;32;2014;356332;1;31.05.2016;По инициативе прокур.п.1                          ;23.05.2016;ЯКОВЛЕВА            ;3;01.06.2016;174;2
8296;32;2014;357932;1;12.02.2016;По инициативе прокур.п.1                          ;08.02.2016;БУРЛАКОВА           ;3;19.02.2016;174;2
8297;32;2014;361532;1;30.06.2016;По инициативе прокур.п.1                          ;29.06.2016;АКУЛОВА             ;3;01.07.2016;174;2
8298;32;2014;361532;1;23.05.2016;Возобн.приост.ст208ч.1п.1                         ;11.05.2016;ЯКОВЛЕВА            ;3;23.05.2016;174;2
8299;32;2014;372132;1;25.04.2016;По инициативе прокур.п.1                          ;21.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8300;32;2014;374532;1;23.05.2016;Возобн.приост.ст208ч.1п.1                         ;17.05.2016;ЯКОВЛЕВА            ;3;23.05.2016;174;2
8301;32;2014;384832;1;17.03.2016;По инициативе прокур.п.1                          ;04.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8302;32;2014;392932;1;10.05.2016;По инициативе прокур.п.1                          ;04.05.2016;ЯКОВЛЕВА            ;3;10.05.2016;174;2
8303;32;2014;395032;1;19.02.2016;По инициативе прокур.п.1                          ;13.01.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;174;2
8304;32;2014;395032;1;19.02.2016;Возобн.приост.ст208ч.1п.1                         ;13.01.2016;ЛЕОНТЬЕВА           ;3;03.03.2016;174;2
8305;32;2014;395032;1;22.01.2016;Возобн.приост.ст208ч.1п.1                         ;13.01.2016;ЛЕОНТЬЕВА           ;3;22.01.2016;174;2
8306;32;2014;395632;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;МАТВЕЕВ             ;3;01.07.2016;174;2
8307;32;2014;398832;1;29.04.2016;Возобн.приост.ст208ч.1п.2                         ;12.02.2016;ЗАТОНСКАЯ           ;3;02.05.2016;172;2
8308;32;2014;398832;1;31.03.2016;Возобн.приост.ст208ч.1п.2                         ;12.02.2016;ЗАТОНСКАЯ           ;3;03.04.2016;172;2
8309;32;2014;400032;1;30.06.2016;По инициативе прокур.п.1                          ;29.06.2016;АКУЛОВА             ;3;01.07.2016;174;2
8310;32;2014;400732;1;11.02.2016;По инициативе прокур.п.1                          ;08.02.2016;БУРЛАКОВА           ;3;11.02.2016;174;2
8311;32;2014;400932;1;25.04.2016;По инициативе прокур.п.1                          ;06.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8312;32;2014;405032;1;28.03.2016;По инициативе прокур.п.1                          ;17.03.2016;КОНДРАТЬЕВ          ;3;02.04.2016;174;2
8313;32;2014;405032;1;28.03.2016;По инициативе прокур.п.1                          ;17.03.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8314;32;2014;405032;1;23.03.2016;По инициативе прокур.п.1                          ;17.03.2016;КОНДРАТЬЕВА         ;3;23.03.2016;174;2
8315;32;2014;405232;1;23.03.2016;По инициативе прокур.п.1                          ;20.03.2016;ЖАМСАРАНОВ          ;3;23.03.2016;174;2
8316;32;2014;405432;1;12.04.2016;По инициативе прокур.п.1                          ;04.04.2016;КОНДРАТЬЕВА         ;3;12.04.2016;174;2
8317;32;2015;3132;1;25.02.2016;Возобн.приост.ст208ч.1п.1                         ;24.02.2016;ГРАНИН              ;3;25.02.2016;174;1
8318;32;2015;3132;1;25.02.2016;Возобн.приост.ст208ч.1п.1                         ;24.02.2016;ГРАНИН              ;3;29.02.2016;174;1
8319;32;2015;4032;1;31.03.2016;Возобн.приост.ст208ч.1п.2                         ;15.02.2016;ОСИПОВ              ;3;21.04.2016;172;1
8320;32;2015;4032;1;18.02.2016;Возобн.приост.ст208ч.1п.2                         ;15.02.2016;ОСИПОВ              ;3;19.02.2016;172;1
8321;32;2015;5032;1;08.02.2016;Возобн.приост.ст208ч.1п.1                         ;01.02.2016;ГРАНИН              ;3;08.02.2016;174;1
8322;32;2015;5740;1;21.07.2016;Возр прокурором следов-лю                         ;14.07.2016;ПРАПКОВ             ;3;22.07.2016;173;45
8323;32;2015;101232;1;31.03.2016;По инициативе прокур.п.1                          ;14.03.2016;КОНДРАТЬЕВА         ;3;01.07.2016;174;2
8324;32;2015;101232;1;31.03.2016;Возобн.приост.ст208ч.1п.1                         ;14.03.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8325;32;2015;101232;1;31.03.2016;Возобн.приост.ст208ч.1п.1                         ;14.03.2016;КОНДРАТЬЕВ          ;3;02.04.2016;174;2
8326;32;2015;101232;1;17.03.2016;Возобн.приост.ст208ч.1п.1                         ;14.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8327;32;2015;102332;1;29.01.2016;Возобн.приост.ст208ч.1п.1                         ;25.01.2016;ЮДАКОВА             ;3;01.02.2016;174;1
8328;32;2015;102332;1;29.01.2016;Возр прокурором следов-лю                         ;25.01.2016;ЮДАКОВА             ;3;29.01.2016;173;1
8329;32;2015;102332;1;29.01.2016;Возобн.приост.ст208ч.1п.1                         ;25.01.2016;ЮДАКОВА             ;3;29.01.2016;174;1
8330;32;2015;102332;1;29.01.2016;Возр прокурором следов-лю                         ;25.01.2016;ЮДАКОВА             ;3;01.02.2016;173;1
8331;32;2015;109932;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;174;2
8332;32;2015;109932;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;05.01.2016;ЖАМСАРАНОВ          ;3;03.03.2016;174;2
8333;32;2015;125432;1;25.04.2016;По инициативе прокур.п.1                          ;09.04.2016;КОНДРАТЬЕВА         ;3;25.04.2016;174;2
8334;32;2015;125832;1;28.03.2016;По инициативе прокур.п.1                          ;29.01.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8335;32;2015;125832;1;31.01.2016;По инициативе прокур.п.1                          ;29.01.2016;СТАДНИК             ;3;31.01.2016;174;2
8336;32;2015;129132;1;31.03.2016;По инициативе прокур.п.1                          ;14.03.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8337;32;2015;129132;1;17.03.2016;По инициативе прокур.п.1                          ;14.03.2016;КОНДРАТЬЕВА         ;3;17.03.2016;174;2
8338;32;2015;129332;1;23.03.2016;По инициативе прокур.п.1                          ;05.03.2016;ЗОЛОТУХИНА          ;3;31.03.2016;174;5
8339;32;2015;129332;1;06.04.2016;По инициативе прокур.п.1                          ;05.03.2016;ЗОЛОТУХИНА          ;3;07.04.2016;174;5
8340;32;2015;129332;1;17.03.2016;По инициативе прокур.п.1                          ;05.03.2016;ЗОЛОТУХИНА          ;3;17.03.2016;174;5
8341;32;2015;132032;1;07.06.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;15.06.2016;172;42
8342;32;2015;132032;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8343;32;2015;132532;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8344;32;2015;135232;1;22.06.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;28.06.2016;172;42
8345;32;2015;135232;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8346;32;2015;137232;1;30.06.2016;По инициативе прокур. п2                          ;07.06.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;172;2
8347;32;2015;137232;1;10.06.2016;Возобн.приост.ст208ч.1п.2                         ;07.06.2016;ЛЕОНТЬЕВА           ;3;10.06.2016;172;2
8348;32;2015;137932;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;28.06.2016;172;42
8349;32;2015;137932;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8350;32;2015;142332;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;НЕТ                 ;3;28.06.2016;172;42
8351;32;2015;142332;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8352;32;2015;150932;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;НЕТ                 ;3;28.06.2016;172;42
8353;32;2015;150932;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8354;32;2015;152732;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;28.06.2016;172;42
8355;32;2015;152732;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8356;32;2015;153232;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;28.06.2016;172;42
8357;32;2015;153232;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8358;32;2015;154732;1;31.03.2016;По инициативе прокур.п.1                          ;31.03.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8359;32;2015;154732;1;31.01.2016;По инициативе прокур.п.1                          ;29.01.2016;ПЫХАЛОВА            ;3;31.01.2016;174;2
8360;32;2015;156632;1;28.03.2016;Возобн.приост.ст208ч.1п.1                         ;30.01.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8361;32;2015;156632;1;28.03.2016;По инициативе прокур.п.1                          ;30.01.2016;КОНДРАТЬЕВА         ;3;01.07.2016;174;2
8362;32;2015;156632;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;30.01.2016;ЖАМСАРАНОВ          ;3;31.01.2016;174;2
8363;32;2015;158532;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;28.06.2016;172;42
8364;32;2015;158532;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8365;32;2015;158732;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;НЕТ                 ;3;28.06.2016;172;42
8366;32;2015;158732;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8367;32;2015;158832;1;22.04.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;НЕТ                 ;3;28.06.2016;172;42
8368;32;2015;158832;1;12.05.2016;Возоб из 208ч1п2 уст лицо                         ;03.05.2016;ЧИРКОВА             ;3;16.05.2016;172;42
8369;32;2015;162332;1;30.04.2016;По инициативе прокур.п.1                          ;26.04.2016;БУРЛАКОВА           ;3;30.04.2016;174;2
8370;32;2015;163032;1;31.01.2016;По инициативе прокур.п.1                          ;30.01.2016;БУРЛАКОВА           ;3;31.01.2016;174;2
8371;32;2015;163332;1;31.01.2016;По инициативе прокур.п.1                          ;30.01.2016;БУРЛАКОВА           ;3;02.02.2016;174;2
8372;32;2015;163332;1;29.02.2016;По инициативе прокур.п.1                          ;30.01.2016;БУРЛАКОВА           ;3;03.03.2016;174;2
8373;32;2015;164832;1;31.03.2016;По инициативе прокур.п.1                          ;25.01.2016;КОНДРАТЬЕВА         ;3;02.04.2016;174;2
8374;32;2015;164832;1;31.01.2016;По инициативе прокур.п.1                          ;25.01.2016;ПЫХАЛОВА            ;3;31.01.2016;174;2
8375;32;2015;165032;1;16.02.2016;По инициативе прокур.п.1                          ;12.02.2016;СТАДНИК             ;3;16.02.2016;174;2
8376;32;2015;165832;1;31.03.2016;По инициативе прокур.п.1                          ;14.03.2016;ЗОЛОТУХИНА          ;3;02.04.2016;174;5
8377;32;2015;166432;1;16.03.2016;Возобн.приост.ст208ч.1п.1                         ;20.02.2016;ГРАНИН              ;3;16.03.2016;174;1
8378;32;2015;166432;1;30.04.2016;Возобн.приост.ст208ч.1п.1                         ;20.02.2016;ГРАНИН              ;3;30.04.2016;174;1
8379;32;2015;166432;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;20.02.2016;ЛЕОНТЬЕВА           ;3;29.02.2016;174;2
8380;32;2015;166432;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;20.02.2016;ТОРЛОВА             ;3;29.02.2016;174;2
8381;32;2015;166932;1;31.03.2016;По инициативе прокур.п.1                          ;14.03.2016;ЗОЛОТУХИНА          ;3;02.04.2016;174;5
8382;32;2015;167232;1;23.03.2016;Возобн.приост.ст208ч.1п.1                         ;26.01.2016;ЛЕОНТЬЕВА           ;3;23.03.2016;174;2
8383;32;2015;167232;1;23.03.2016;По инициативе прокур.п.1                          ;26.01.2016;ЛЕОНТЬЕВА           ;3;01.07.2016;174;2
8384;32;2015;167232;1;27.01.2016;Возобн.приост.ст208ч.1п.1                         ;26.01.2016;ЛЕОНТЬЕВА           ;3;27.01.2016;174;2
8385;32;2015;168932;1;29.02.2016;По инициативе прокур.п.1                          ;11.02.2016;СТАДНИК             ;3;01.03.2016;174;2
8386;32;2015;168932;1;29.02.2016;По инициативе прокур.п.1                          ;11.02.2016;СТАДНИК             ;3;01.03.2016;174;2
8387;32;2015;168932;1;12.02.2016;По инициативе прокур.п.1                          ;11.02.2016;СТАДНИК             ;3;12.02.2016;174;2
8388;32;2015;170532;1;31.03.2016;Возр прокурором следов-лю                         ;28.03.2016;ЛЕОНТЬЕВА           ;3;31.03.2016;173;2
8389;32;2015;170532;1;31.03.2016;Возр прокурором следов-лю                         ;28.03.2016;ЛЕОНТЬЕВА           ;3;31.03.2016;173;2
8390;32;2015;171232;1;30.04.2016;По инициативе прокур.п.1                          ;19.02.2016;КОНДРАТЬЕВА         ;3;01.07.2016;174;2
8391;32;2015;171232;1;29.02.2016;Возобн.приост.ст208ч.1п.1                         ;19.02.2016;АКУЛОВА             ;3;29.02.2016;174;2
8392;32;2015;171932;1;31.03.2016;По инициативе прокур.п.1                          ;14.03.2016;ЗОЛОТУХИНА          ;3;02.04.2016;174;5
8393;32;2015;172032;1;31.05.2016;По инициативе прокур.п.1                          ;23.05.2016;ЯКОВЛЕВА            ;3;01.06.2016;174;2
8394;32;2015;172032;1;31.05.2016;По инициативе прокур.п.1                          ;23.05.2016;ЯКОВЛЕВА            ;3;01.06.2016;174;2
8395;32;2015;172032;1;31.05.2016;По инициативе прокур.п.1                          ;23.05.2016;ЯКОВЛЕВА            ;3;01.06.2016;174;2
8396;32;2015;172032;1;23.05.2016;По инициативе прокур.п.1                          ;10.05.2016;ЯКОВЛЕВА            ;3;23.05.2016;174;2
8397;32;2015;172332;1;19.02.2016;Возр прокурором следов-лю                         ;17.02.2016;СТАДНИК             ;3;19.02.2016;173;2
8398;32;2015;172332;1;29.02.2016;Возр прокурором следов-лю                         ;17.02.2016;СТАДНИК             ;3;01.03.2016;173;2
8399;32;2015;172532;1;26.07.2016;По инициативе прокур.п.1                          ;15.06.2016;ЛЕОНТЬЕВА           ;3;26.07.2016;174;2
8400;32;2015;172532;1;26.07.2016;По инициативе прокур.п.1                          ;15.06.2016;ЛЕОНТЬЕВА           ;3;26.07.2016;174;2
8401;32;2015;172532;1;23.06.2016;По инициативе прокур.п.1                          ;15.06.2016;ЛЕОНТЬЕВА           ;3;23.06.2016;174;2
8402;32;2015;174532;1;30.06.2016;По инициативе прокур.п.1                          ;30.06.2016;ТОРЛОВА             ;3;01.07.2016;174;2
8403;32;2015;174632;1;30.06.2016;Возобн.приост.ст208ч.1п.1                         ;08.06.2016;БУРЛАКОВА           ;3;01.07.2016;174;2
8404;32;2015;174632;1;19.05.2016;Возобн.приост.ст208ч.1п.1                         ;17.05.2016;ТОРЛОВА             ;3;19.05.2016;174;2
8405;32;2015;174732;1;19.05.2016;По инициативе прокур.п.1                          ;04.05.2016;ЯКОВЛЕВА            ;3;23.05.2016;174;2
8406;32;2015;174732;1;10.05.2016;По инициативе прокур.п.1                          ;04.05.2016;ЯКОВЛЕВА            ;3;10.05.2016;174;2
8407;32;2015;174832;1;19.02.2016;По инициативе прокур.п.1                          ;14.02.2016;ЖАМСАРАНОВ          ;3;19.02.2016;174;2
8408;32;2015;174832;1;23.06.2016;Возоб из 208ч1п1 уст лицо                         ;14.02.2016;ЖИЖУРА              ;3;23.06.2016;174;1
8409;32;2015;174832;1;25.02.2016;По инициативе прокур.п.1                          ;14.02.2016;ЖАМСАРАНОВ          ;3;25.02.2016;174;2
8410;32;2015;174832;1;16.03.2016;Возоб из 208ч1п1 уст лицо                         ;14.02.2016;ЖАБОРОВСКИЙ         ;3;30.05.2016;174;1
